node1,node2,weight
INSTITUT GEORGES LOPEZ,BRISTOL-MYERS SQUIBB,1
INSTITUT GEORGES LOPEZ,FERRING,1
INSTITUT GEORGES LOPEZ,RECORDATI,11
INSTITUT GEORGES LOPEZ,AMGEN,6
INSTITUT GEORGES LOPEZ,IPSEN PHARMA,1
INSTITUT GEORGES LOPEZ,EDAP TMS,1
INSTITUT GEORGES LOPEZ,SANDOZ,1
INSTITUT GEORGES LOPEZ,FLUOPTICS,1
INSTITUT GEORGES LOPEZ,NIPRO,1
INSTITUT GEORGES LOPEZ,COLOPLAST,3
INSTITUT GEORGES LOPEZ,NOVARTIS PHARMA,8
INSTITUT GEORGES LOPEZ,ICOMED,1
INSTITUT GEORGES LOPEZ,EUSAPHARMA,3
INSTITUT GEORGES LOPEZ,PFIZER,8
INSTITUT GEORGES LOPEZ,KEOCYT,1
INSTITUT GEORGES LOPEZ,COVIDIEN,1
INSTITUT GEORGES LOPEZ,SANOFI PASTEUR,1
INSTITUT GEORGES LOPEZ,LEO PHARMA,1
INSTITUT GEORGES LOPEZ,PIERRE FABRE,1
INSTITUT GEORGES LOPEZ,AMERICAN MEDICAL SYSTEMS,2
INSTITUT GEORGES LOPEZ,THERABEL LUCIEN PHARMA,1
INSTITUT GEORGES LOPEZ,JANSSEN CILAG,15
ZYDUS,PAUL HARTMANN,1
ZYDUS,A A,2
ZYDUS,INNOTHERA,4
ZYDUS,URGO,3
ZYDUS,CONVATEC,1
ZYDUS,MSD,5
ZYDUS,SANOFI,11
ZYDUS,BOIRON,2
ZYDUS,MYLAN,3
ZYDUS,Lilly,1
ZYDUS,BIOCODEX,2
ZYDUS,SIGVARIS,4
ZYDUS,PHARMA DOM,1
ZYDUS,GLAXOSMITHKLINE,5
ZYDUS,BOEHRINGER INGELHEIM,1
ZYDUS,BAYER,1
ZYDUS,OXYPHARM,1
ZYDUS,LEO PHARMA,1
ZYDUS,LOL PHARMA,3
ZYDUS,Johnson et Johnson Santé Beauté,1
ZYDUS,ORTHO CLINICAL DIAGNOSTICS,1
ZYDUS,ALMUS,1
ZYDUS,BIOGARAN,4
ZYDUS,GRUNENTHAL,1
ZYDUS,GIBAUD,2
ZYDUS,SANDOZ,3
ZYDUS,COSMETIQUE ACTIVE,3
ZYDUS,BRISTOL-MYERS SQUIBB,7
ZYDUS,NOVARTIS PHARMA,1
ZYDUS,ICOMED,4
ZYDUS,RECORDATI,8
ZYDUS,alliance healthcare repartition,1
ZYDUS,TEVA PHARMA,4
ZYDUS,ARROW GENERIQUES,1
ZYDUS,PFIZER,1
ZYDUS,SANOFI PASTEUR,3
ZYDUS,PIERRE FABRE,10
ZYDUS,SUPER DIET,1
ZYDUS,JANSSEN CILAG,1
ZYDUS,OCP REPARTITION,3
VITALAIRE,Varian Medical Systems,1
VITALAIRE,AIR SANTE,6
VITALAIRE,FRESENIUS MEDICAL CARE,2
VITALAIRE,COVIDIEN IMAGING,2
VITALAIRE,ARJOHUNTLEIGH,1
VITALAIRE,MUNDIPHARMA,159
VITALAIRE,EFFIK,2
VITALAIRE,LVL MEDICAL,65
VITALAIRE,Lilly,181
VITALAIRE,MD ORTHO,1
VITALAIRE,MENE ET MOY,1
VITALAIRE,NESTLE HOMECARE,14
VITALAIRE,ABBVIE,22
VITALAIRE,VIROPHARMA,1
VITALAIRE,CHUGAI PHARMA,22
VITALAIRE,LIVE ! BY GL EVENTS,2
VITALAIRE,MALLINCKRODT,1
VITALAIRE,WIDEX,1
VITALAIRE,Prodition,1
VITALAIRE,BRISTOL-MYERS SQUIBB,95
VITALAIRE,CONGRES COLLOQUES CONVENTIONS,9
VITALAIRE,BAYER,9
VITALAIRE,PHILIPS,85
VITALAIRE,IPSEN PHARMA,13
VITALAIRE,ARAIR Assistance,5
VITALAIRE,PHARMATERA,3
VITALAIRE,ICON CLINICAL RESEARCH,1
VITALAIRE,AUDIKA HARDOUIN,2
VITALAIRE,EISAI,5
VITALAIRE,MAYOLY SPINDLER,8
VITALAIRE,FUJIFILM Medical Systems,2
VITALAIRE,PEROUSE MEDICAL,2
VITALAIRE,BY AGENCY GROUP,1
VITALAIRE,ARIAD Pharmaceuticals,1
VITALAIRE,SANDOZ,25
VITALAIRE,ARCHIMEDES PHARMA,16
VITALAIRE,COLOPLAST,2
VITALAIRE,FISHER & PAYKEL HEALTHCARE,19
VITALAIRE,ICOMED,209
VITALAIRE,NUTRICIA Nutrition Clinique,2
VITALAIRE,RECORDATI,43
VITALAIRE,ADIR ASSISTANCE,1
VITALAIRE,ConsuMed Research,5
VITALAIRE,APARD,2
VITALAIRE,PFIZER,255
VITALAIRE,RADIOMETER,2
VITALAIRE,AMS 70,1
VITALAIRE,PIERRE FABRE,204
VITALAIRE,THERABEL LUCIEN PHARMA,46
VITALAIRE,Amplifon Groupe,16
VITALAIRE,BARD,3
VITALAIRE,TAKEDA,112
VITALAIRE,Leurquin Mediolanum,6
VITALAIRE,URGO,5
VITALAIRE,OCD,9
VITALAIRE,EOLIS SANTE,1
VITALAIRE,MEDEXACT,36
VITALAIRE,ASTRAZENECA,354
VITALAIRE,IP Santé domicile,18
VITALAIRE,BIOTRONIK,3
VITALAIRE,QIAGEN,7
VITALAIRE,CANAL 55 COMMUNICATION,1
VITALAIRE,EDWARDS LIFESCIENCES,8
VITALAIRE,BIOCODEX,12
VITALAIRE,ALMIRALL,1
VITALAIRE,THERADIAL,2
VITALAIRE,MEDACTA,1
VITALAIRE,MEDA PHARMA,34
VITALAIRE,HOSPIDOM,2
VITALAIRE,AUDITION SANTE,13
VITALAIRE,STARKEY,2
VITALAIRE,GLAXOSMITHKLINE,402
VITALAIRE,BOEHRINGER INGELHEIM,376
VITALAIRE,AGIR à dom Assistance,12
VITALAIRE,OXYPHARM,7
VITALAIRE,GUERBET,1
VITALAIRE,Johnson et Johnson Santé Beauté,1
VITALAIRE,ABBOTT,24
VITALAIRE,ORTHO CLINICAL DIAGNOSTICS,7
VITALAIRE,BOIRON,4
VITALAIRE,SHIRE S.A.,4
VITALAIRE,OMEGA PHARMA,2
VITALAIRE,CEPHEID,1
VITALAIRE,Dentsply Gac,1
VITALAIRE,Eole santé,1
VITALAIRE,PUBLICIS LIFE BRANDS,1
VITALAIRE,CORREVIO,4
VITALAIRE,ViiV HEALTHCARE,3
VITALAIRE,SERVIER,94
VITALAIRE,ADEP ASSISTANCE,3
VITALAIRE,Genzyme,11
VITALAIRE,S2A SANTE,1
VITALAIRE,VIFOR,8
VITALAIRE,NORGINE PHARMA,3
VITALAIRE,Vertex Pharmaceuticals,2
VITALAIRE,SANTE PLUS,1
VITALAIRE,ABBOTT PRODUCTS,9
VITALAIRE,CENTRALE DES PEELINGS,1
VITALAIRE,M3 Global Research,1
VITALAIRE,MEDICAL BEL AIR,2
VITALAIRE,LABCATAL,4
VITALAIRE,THEA,1
VITALAIRE,AIR DOMICILE,9
VITALAIRE,COLLIN,5
VITALAIRE,colgate palmolive,1
VITALAIRE,CONVATEC,10
VITALAIRE,Alexion Pharma,2
VITALAIRE,GIVEN IMAGING,1
VITALAIRE,Siemens Healthcare Diagnostics,1
VITALAIRE,APTALIS PHARMA,1
VITALAIRE,ISIS,58
VITALAIRE,BIOPROJET PHARMA,5
VITALAIRE,Alizé Santé,7
VITALAIRE,American Orthodontics,1
VITALAIRE,SIGVARIS,5
VITALAIRE,PHARMA DOM,145
VITALAIRE,EREMPHARMA,1
VITALAIRE,LUNDBECK,45
VITALAIRE,AUDIOCONSULTING,2
VITALAIRE,LINDE HOMECARE,44
VITALAIRE,Bastide Le Confort Médical,8
VITALAIRE,ROCHE,79
VITALAIRE,R SUD MEDICAL,5
VITALAIRE,IPRAD PHARMA,1
VITALAIRE,ROCHE DIAGNOSTICS,35
VITALAIRE,GIBAUD,1
VITALAIRE,ASSISTANCE DU GRAND EST,5
VITALAIRE,ASPEN,2
VITALAIRE,MERZ PHARMA,1
VITALAIRE,SOS OXYGENE,59
VITALAIRE,FRESENIUS KABI,10
VITALAIRE,NOVARTIS PHARMA,496
VITALAIRE,ASSISTANCES MEDICALES SPECIALISEES,24
VITALAIRE,TEVA PHARMA,138
VITALAIRE,COVIDIEN,10
VITALAIRE,SANOFI PASTEUR,5
VITALAIRE,JALDES,2
VITALAIRE,Biosensors,1
VITALAIRE,HEXACATH,2
VITALAIRE,JANSSEN CILAG,104
VITALAIRE,MAPI,1
VITALAIRE,LFB BIOMEDICAMENTS,13
VITALAIRE,H.A.C.Pharma,6
VITALAIRE,PHENIX CARDIOLOGIE,1
VITALAIRE,UCB Pharma,18
VITALAIRE,NOVARTIS SANTE FAMILIALE,1
VITALAIRE,AGUETTANT,1
VITALAIRE,CSL BEHRING,3
VITALAIRE,Kantar Health,1
VITALAIRE,AUDIOPTIC TRADE SERVICES,1
VITALAIRE,HD MEDICAL,1
VITALAIRE,Audika Groupe,2
VITALAIRE,Therabel,1
VITALAIRE,VITALITEC,1
VITALAIRE,MSD,309
VITALAIRE,B3TSI,1
VITALAIRE,Cyberonics,1
VITALAIRE,AMERICAN MEDICAL SYSTEMS,1
VITALAIRE,RE-IMAGINE Health Agency,1
VITALAIRE,WEINMANN,8
VITALAIRE,SORIN GROUP,11
VITALAIRE,SHIRE,6
VITALAIRE,SANOFI,244
VITALAIRE,Becton Dickinson,8
VITALAIRE,VYGON,1
VITALAIRE,arard,2
VITALAIRE,ALK-Abello,129
VITALAIRE,RB Pharmaceuticals,2
VITALAIRE,SEPROPHARM,2
VITALAIRE,SADIR ASSISTANCE,1
VITALAIRE,BIOGEN IDEC,10
VITALAIRE,Elixo,1
VITALAIRE,THE BINDING SITE,1
VITALAIRE,GE Medical Systems,4
VITALAIRE,FERRING,3
VITALAIRE,GE HEALTHCARE,2
VITALAIRE,MAQUET,2
VITALAIRE,PROSTRAKAN PHARMA,19
VITALAIRE,DINNO SANTE,27
VITALAIRE,AUDIKA,9
VITALAIRE,AMGEN,76
VITALAIRE,BIOGARAN,1
VITALAIRE,AXDOM VAR,1
VITALAIRE,ELIA MEDICAL,13
VITALAIRE,GEDEON RICHTER,1
VITALAIRE,ADIRAL Association d'Aide aux Traitements à Domicile,1
VITALAIRE,ICARE,3
VITALAIRE,BIOPROJET,4
VITALAIRE,STALLERGENES,86
VITALAIRE,PROXILIO,2
VITALAIRE,NOVEX PHARMA,7
VITALAIRE,LION / SENECA AUDIO,3
VITALAIRE,DAIICHI SANKYO,42
VITALAIRE,INTUITIVE SURGICAL,2
VITALAIRE,A A,46
VITALAIRE,GRUNENTHAL,24
VITALAIRE,OTSUKA,2
VITALAIRE,B.BRAUN,3
VITALAIRE,LEO PHARMA,29
VITALAIRE,ACTELION,53
VITALAIRE,Swedish Orphan Biovitrum,1
VITALAIRE,ASDIA,1
VITALAIRE,TELEFLEX MEDICAL,1
VITALAIRE,galderma international,2
Nestlé Clinical Nutrition,UCB Pharma,1
Nestlé Clinical Nutrition,MUNDIPHARMA,2
Nestlé Clinical Nutrition,LVL MEDICAL,1
Nestlé Clinical Nutrition,MSD,1
Nestlé Clinical Nutrition,SANOFI,4
Nestlé Clinical Nutrition,NESTLE HOMECARE,2
Nestlé Clinical Nutrition,BOIRON,1
Nestlé Clinical Nutrition,BIOGEN IDEC,1
Nestlé Clinical Nutrition,BOEHRINGER INGELHEIM,2
Nestlé Clinical Nutrition,PRODAREV,1
Nestlé Clinical Nutrition,PROSTRAKAN PHARMA,1
Nestlé Clinical Nutrition,ARCHIMEDES PHARMA,1
Nestlé Clinical Nutrition,AUDIKA,1
Nestlé Clinical Nutrition,AMGEN,1
Nestlé Clinical Nutrition,ROCHE,1
Nestlé Clinical Nutrition,COSMETIQUE ACTIVE,1
Nestlé Clinical Nutrition,NOVEX PHARMA,1
Nestlé Clinical Nutrition,NOVARTIS PHARMA,1
Nestlé Clinical Nutrition,DAIICHI SANKYO,1
Nestlé Clinical Nutrition,PFIZER,1
Nestlé Clinical Nutrition,INTUITIVE SURGICAL,1
Nestlé Clinical Nutrition,TEVA PHARMA,2
Nestlé Clinical Nutrition,Genzyme,1
Nestlé Clinical Nutrition,COVIDIEN,1
Nestlé Clinical Nutrition,LEO PHARMA,1
Nestlé Clinical Nutrition,THERADIAL,1
Nestlé Clinical Nutrition,JANSSEN CILAG,2
LFB BIOMEDICAMENTS,AIR SANTE,1
LFB BIOMEDICAMENTS,CORREVIO,1
LFB BIOMEDICAMENTS,FRESENIUS MEDICAL CARE,21
LFB BIOMEDICAMENTS,NOVARTIS VACCINES AND DIAGNOSTICS,1
LFB BIOMEDICAMENTS,MUNDIPHARMA,85
LFB BIOMEDICAMENTS,EFFIK,2
LFB BIOMEDICAMENTS,BARD,8
LFB BIOMEDICAMENTS,LVL MEDICAL,8
LFB BIOMEDICAMENTS,LABORATOIRE CHAUVIN,1
LFB BIOMEDICAMENTS,THORATEC,1
LFB BIOMEDICAMENTS,RAPTOR PHARMACEUTICALS,1
LFB BIOMEDICAMENTS,ABBVIE,62
LFB BIOMEDICAMENTS,BALT,1
LFB BIOMEDICAMENTS,PETERS SURGICAL,1
LFB BIOMEDICAMENTS,VIROPHARMA,1
LFB BIOMEDICAMENTS,LIVE ! BY GL EVENTS,4
LFB BIOMEDICAMENTS,LUNDBECK,137
LFB BIOMEDICAMENTS,CONGRES COLLOQUES CONVENTIONS,2
LFB BIOMEDICAMENTS,BIOGEN IDEC,117
LFB BIOMEDICAMENTS,FRESENIUS KABI,13
LFB BIOMEDICAMENTS,alliance healthcare repartition,1
LFB BIOMEDICAMENTS,PHILIPS,16
LFB BIOMEDICAMENTS,UNIVERSAL MEDICA,1
LFB BIOMEDICAMENTS,EVOLUTIS,1
LFB BIOMEDICAMENTS,VITALITEC,2
LFB BIOMEDICAMENTS,GRIFOLS,1
LFB BIOMEDICAMENTS,EISAI,33
LFB BIOMEDICAMENTS,MAYOLY SPINDLER,13
LFB BIOMEDICAMENTS,PEROUSE MEDICAL,7
LFB BIOMEDICAMENTS,GRUNENTHAL,41
LFB BIOMEDICAMENTS,SANDOZ,20
LFB BIOMEDICAMENTS,ARCHIMEDES PHARMA,7
LFB BIOMEDICAMENTS,COLOPLAST,10
LFB BIOMEDICAMENTS,FISHER & PAYKEL HEALTHCARE,3
LFB BIOMEDICAMENTS,ICOMED,107
LFB BIOMEDICAMENTS,NUTRICIA Nutrition Clinique,3
LFB BIOMEDICAMENTS,CHUGAI PHARMA,9
LFB BIOMEDICAMENTS,PFIZER,218
LFB BIOMEDICAMENTS,WEINMANN EMERGENCY,1
LFB BIOMEDICAMENTS,KEOCYT,2
LFB BIOMEDICAMENTS,RECORDATI,27
LFB BIOMEDICAMENTS,DIAGNOSTICA STAGO,7
LFB BIOMEDICAMENTS,PIERRE FABRE,39
LFB BIOMEDICAMENTS,THERABEL LUCIEN PHARMA,13
LFB BIOMEDICAMENTS,RE-IMAGINE Health Agency,1
LFB BIOMEDICAMENTS,Cyberonics,11
LFB BIOMEDICAMENTS,Leurquin Mediolanum,2
LFB BIOMEDICAMENTS,URGO,3
LFB BIOMEDICAMENTS,Swedish Orphan Biovitrum,8
LFB BIOMEDICAMENTS,FH ORTHOPEDICS,2
LFB BIOMEDICAMENTS,HD MEDICAL,1
LFB BIOMEDICAMENTS,ASTRAZENECA,115
LFB BIOMEDICAMENTS,EDWARDS LIFESCIENCES,22
LFB BIOMEDICAMENTS,SANOFI,257
LFB BIOMEDICAMENTS,ALMIRALL,3
LFB BIOMEDICAMENTS,Lilly,78
LFB BIOMEDICAMENTS,CEPHEID,1
LFB BIOMEDICAMENTS,TRB CHEMEDICA,2
LFB BIOMEDICAMENTS,HOSPIDOM,1
LFB BIOMEDICAMENTS,GAMBRO HOSPAL,3
LFB BIOMEDICAMENTS,GLAXOSMITHKLINE,203
LFB BIOMEDICAMENTS,BOEHRINGER INGELHEIM,199
LFB BIOMEDICAMENTS,Cook,3
LFB BIOMEDICAMENTS,CARMAT,2
LFB BIOMEDICAMENTS,OXYPHARM,1
LFB BIOMEDICAMENTS,GUERBET,2
LFB BIOMEDICAMENTS,Johnson et Johnson Santé Beauté,1
LFB BIOMEDICAMENTS,ABBOTT,48
LFB BIOMEDICAMENTS,BIOTECH DENTAL,1
LFB BIOMEDICAMENTS,CHAUVIN,2
LFB BIOMEDICAMENTS,BOIRON,3
LFB BIOMEDICAMENTS,SHIRE S.A.,19
LFB BIOMEDICAMENTS,OMEGA PHARMA,4
LFB BIOMEDICAMENTS,PROSTRAKAN PHARMA,30
LFB BIOMEDICAMENTS,SOS OXYGENE,9
LFB BIOMEDICAMENTS,LINDE HOMECARE,6
LFB BIOMEDICAMENTS,MEDITOR,1
LFB BIOMEDICAMENTS,APTALIS PHARMA,1
LFB BIOMEDICAMENTS,COSMETIQUE ACTIVE,3
LFB BIOMEDICAMENTS,Baxter,7
LFB BIOMEDICAMENTS,ARTHREX,1
LFB BIOMEDICAMENTS,COOPERVISION,1
LFB BIOMEDICAMENTS,BIOGARAN,1
LFB BIOMEDICAMENTS,ViiV HEALTHCARE,9
LFB BIOMEDICAMENTS,SERVIER,65
LFB BIOMEDICAMENTS,BIOMERIEUX,1
LFB BIOMEDICAMENTS,MASIMO,3
LFB BIOMEDICAMENTS,ROCHE DIAGNOSTICS,5
LFB BIOMEDICAMENTS,ELIA MEDICAL,1
LFB BIOMEDICAMENTS,NORGINE PHARMA,5
LFB BIOMEDICAMENTS,ORPHAN EUROPE,1
LFB BIOMEDICAMENTS,horus pharma,5
LFB BIOMEDICAMENTS,ABBOTT PRODUCTS,4
LFB BIOMEDICAMENTS,ADAIR,1
LFB BIOMEDICAMENTS,LABCATAL,1
LFB BIOMEDICAMENTS,TAKEDA,26
LFB BIOMEDICAMENTS,THEA,4
LFB BIOMEDICAMENTS,NORDIC PHARMA,3
LFB BIOMEDICAMENTS,CONVATEC,1
LFB BIOMEDICAMENTS,DIASORIN,1
LFB BIOMEDICAMENTS,ISIS,3
LFB BIOMEDICAMENTS,BIOPROJET PHARMA,4
LFB BIOMEDICAMENTS,SMITHS MEDICAL,3
LFB BIOMEDICAMENTS,TEM-France,3
LFB BIOMEDICAMENTS,SIGVARIS,2
LFB BIOMEDICAMENTS,PHARMA DOM,18
LFB BIOMEDICAMENTS,GALDERMA,2
LFB BIOMEDICAMENTS,CROMA,1
LFB BIOMEDICAMENTS,THERAKOS,2
LFB BIOMEDICAMENTS,Bastide Le Confort Médical,1
LFB BIOMEDICAMENTS,ROCHE,56
LFB BIOMEDICAMENTS,IMS HEALTH,1
LFB BIOMEDICAMENTS,ASSISTANCE DU GRAND EST,4
LFB BIOMEDICAMENTS,GAMIDA,12
LFB BIOMEDICAMENTS,MERZ PHARMA,17
LFB BIOMEDICAMENTS,BRISTOL-MYERS SQUIBB,87
LFB BIOMEDICAMENTS,ELIAMM,1
LFB BIOMEDICAMENTS,NOVARTIS PHARMA,289
LFB BIOMEDICAMENTS,DAIICHI SANKYO,21
LFB BIOMEDICAMENTS,TEVA PHARMA,135
LFB BIOMEDICAMENTS,VIFOR,35
LFB BIOMEDICAMENTS,SIGMA TAU,7
LFB BIOMEDICAMENTS,COVIDIEN,20
LFB BIOMEDICAMENTS,SYNAPSE SANTE,1
LFB BIOMEDICAMENTS,SANOFI PASTEUR,14
LFB BIOMEDICAMENTS,JALDES,1
LFB BIOMEDICAMENTS,NIPRO,2
LFB BIOMEDICAMENTS,JANSSEN CILAG,99
LFB BIOMEDICAMENTS,SCIENCE ET MEDEDINE,2
LFB BIOMEDICAMENTS,VEXIM,1
LFB BIOMEDICAMENTS,ALCON,1
LFB BIOMEDICAMENTS,BRAHMS,2
LFB BIOMEDICAMENTS,GaldermaQMed,1
LFB BIOMEDICAMENTS,INNOTHERA,1
LFB BIOMEDICAMENTS,UCB Pharma,103
LFB BIOMEDICAMENTS,NPS Pharma,1
LFB BIOMEDICAMENTS,AGUETTANT,8
LFB BIOMEDICAMENTS,CSL BEHRING,14
LFB BIOMEDICAMENTS,BAUSCH LOMB,1
LFB BIOMEDICAMENTS,AUDIOPTIC TRADE SERVICES,1
LFB BIOMEDICAMENTS,B.BRAUN,17
LFB BIOMEDICAMENTS,MSD,166
LFB BIOMEDICAMENTS,DRAGER MEDICAL,11
LFB BIOMEDICAMENTS,All Global,1
LFB BIOMEDICAMENTS,Genzyme,115
LFB BIOMEDICAMENTS,MYLAN,5
LFB BIOMEDICAMENTS,WEINMANN,1
LFB BIOMEDICAMENTS,SORIN GROUP,3
LFB BIOMEDICAMENTS,SHIRE,21
LFB BIOMEDICAMENTS,GADOL OPTIC 2000,2
LFB BIOMEDICAMENTS,BIOCODEX,5
LFB BIOMEDICAMENTS,VYGON,8
LFB BIOMEDICAMENTS,arard,1
LFB BIOMEDICAMENTS,ALK-Abello,18
LFB BIOMEDICAMENTS,SOPHYSA,3
LFB BIOMEDICAMENTS,BAYER,20
LFB BIOMEDICAMENTS,SPINEVISION,2
LFB BIOMEDICAMENTS,THE BINDING SITE,3
LFB BIOMEDICAMENTS,GE Medical Systems,8
LFB BIOMEDICAMENTS,FERRING,3
LFB BIOMEDICAMENTS,SPECTRUM PHARMACEUTICALS,2
LFB BIOMEDICAMENTS,GE HEALTHCARE,6
LFB BIOMEDICAMENTS,MAQUET,10
LFB BIOMEDICAMENTS,Alexion Pharma,11
LFB BIOMEDICAMENTS,STALLERGENES,11
LFB BIOMEDICAMENTS,HEMOTECH,3
LFB BIOMEDICAMENTS,AMGEN,43
LFB BIOMEDICAMENTS,ConsuMed Research,3
LFB BIOMEDICAMENTS,THERADIAL,1
LFB BIOMEDICAMENTS,BECKMAN COULTER,1
LFB BIOMEDICAMENTS,ICARE,1
LFB BIOMEDICAMENTS,CAIR LGL,1
LFB BIOMEDICAMENTS,CEPHALON,1
LFB BIOMEDICAMENTS,MEDA PHARMA,14
LFB BIOMEDICAMENTS,NOVEX PHARMA,3
LFB BIOMEDICAMENTS,ASSISTANCES MEDICALES SPECIALISEES,3
LFB BIOMEDICAMENTS,EUSAPHARMA,6
LFB BIOMEDICAMENTS,INTUITIVE SURGICAL,1
LFB BIOMEDICAMENTS,GAMBRO,1
LFB BIOMEDICAMENTS,A A,25
LFB BIOMEDICAMENTS,HOLOGIC,2
LFB BIOMEDICAMENTS,IPSEN PHARMA,9
LFB BIOMEDICAMENTS,MEDEXACT,37
LFB BIOMEDICAMENTS,Becton Dickinson,2
LFB BIOMEDICAMENTS,LEO PHARMA,33
LFB BIOMEDICAMENTS,ACTELION,50
LFB BIOMEDICAMENTS,TELEFLEX MEDICAL,2
LFB BIOMEDICAMENTS,galderma international,1
ARROW GENERIQUES,FRESENIUS MEDICAL CARE,1
ARROW GENERIQUES,MUNDIPHARMA,1
ARROW GENERIQUES,Lilly,10
ARROW GENERIQUES,ABBVIE,4
ARROW GENERIQUES,BRISTOL-MYERS SQUIBB,36
ARROW GENERIQUES,alliance healthcare repartition,4
ARROW GENERIQUES,PHARMATERA,1
ARROW GENERIQUES,MAYOLY SPINDLER,6
ARROW GENERIQUES,GRUNENTHAL,2
ARROW GENERIQUES,SANDOZ,14
ARROW GENERIQUES,ARCHIMEDES PHARMA,1
ARROW GENERIQUES,COLOPLAST,3
ARROW GENERIQUES,ICOMED,12
ARROW GENERIQUES,PFIZER,8
ARROW GENERIQUES,RADIANTE,10
ARROW GENERIQUES,RECORDATI,45
ARROW GENERIQUES,Lohmann & Rauscher,6
ARROW GENERIQUES,PIERRE FABRE,79
ARROW GENERIQUES,THERABEL LUCIEN PHARMA,2
ARROW GENERIQUES,TAKEDA,2
ARROW GENERIQUES,BSN-RADIANTE,6
ARROW GENERIQUES,URGO,14
ARROW GENERIQUES,ASTRAZENECA,19
ARROW GENERIQUES,SANOFI,39
ARROW GENERIQUES,GLAXOSMITHKLINE,26
ARROW GENERIQUES,BOEHRINGER INGELHEIM,14
ARROW GENERIQUES,OXYPHARM,2
ARROW GENERIQUES,ARKOPHARMA,4
ARROW GENERIQUES,Johnson et Johnson Santé Beauté,3
ARROW GENERIQUES,ABBOTT,11
ARROW GENERIQUES,ORTHO CLINICAL DIAGNOSTICS,6
ARROW GENERIQUES,BOIRON,12
ARROW GENERIQUES,ALMUS,1
ARROW GENERIQUES,OMEGA PHARMA,11
ARROW GENERIQUES,COSMETIQUE ACTIVE,5
ARROW GENERIQUES,LOL PHARMA,1
ARROW GENERIQUES,COOPERATION PHARMACEUTIQUE FRANCAISE,3
ARROW GENERIQUES,ViiV HEALTHCARE,1
ARROW GENERIQUES,NUXE,1
ARROW GENERIQUES,TETRA MEDICAL,1
ARROW GENERIQUES,ABBOTT PRODUCTS,2
ARROW GENERIQUES,CONGRES COLLOQUES CONVENTIONS,1
ARROW GENERIQUES,LASER,2
ARROW GENERIQUES,EG LABO,1
ARROW GENERIQUES,SIGVARIS,17
ARROW GENERIQUES,PHARMA DOM,2
ARROW GENERIQUES,RB Pharmaceuticals,1
ARROW GENERIQUES,ROCHE,2
ARROW GENERIQUES,ROCHE DIAGNOSTICS,14
ARROW GENERIQUES,GIBAUD,7
ARROW GENERIQUES,LUNDBECK,6
ARROW GENERIQUES,BAUERFEIND,1
ARROW GENERIQUES,NOVARTIS PHARMA,10
ARROW GENERIQUES,MAVALA,1
ARROW GENERIQUES,TEVA PHARMA,19
ARROW GENERIQUES,LEO,1
ARROW GENERIQUES,SANOFI PASTEUR,18
ARROW GENERIQUES,NIPRO,1
ARROW GENERIQUES,JANSSEN CILAG,6
ARROW GENERIQUES,PAUL HARTMANN,1
ARROW GENERIQUES,MAPI,2
ARROW GENERIQUES,YPSOMED,1
ARROW GENERIQUES,INNOTHERA,16
ARROW GENERIQUES,MSD,24
ARROW GENERIQUES,KRKA EURL,1
ARROW GENERIQUES,MYLAN,25
ARROW GENERIQUES,BSN medical,1
ARROW GENERIQUES,BIOCODEX,5
ARROW GENERIQUES,BAYER,5
ARROW GENERIQUES,BIOGARAN,32
ARROW GENERIQUES,DAIICHI SANKYO,2
ARROW GENERIQUES,A A,13
ARROW GENERIQUES,PASCALEO,1
ARROW GENERIQUES,IPSEN PHARMA,1
ARROW GENERIQUES,LEO PHARMA,2
ARROW GENERIQUES,All Global,2
ARROW GENERIQUES,OCP REPARTITION,16
Cardim@t,TAKEDA,2
Cardim@t,A A,1
Cardim@t,SOCIETE LIMA,1
Cardim@t,C@RDISTIM,3
Cardim@t,ASTRAZENECA,17
Cardim@t,BARD,1
Cardim@t,BIOTRONIK,4
Cardim@t,B.BRAUN,3
Cardim@t,SOS OXYGENE,1
Cardim@t,EDWARDS LIFESCIENCES,6
Cardim@t,SANOFI,14
Cardim@t,ABBVIE,2
Cardim@t,Lilly,4
Cardim@t,MEDA PHARMA,4
Cardim@t,SORIN GROUP,6
Cardim@t,CORREVIO,2
Cardim@t,MSD,12
Cardim@t,GLAXOSMITHKLINE,3
Cardim@t,BOEHRINGER INGELHEIM,30
Cardim@t,BAYER,3
Cardim@t,GE Medical Systems,3
Cardim@t,PHILIPS,2
Cardim@t,ABBOTT,3
Cardim@t,LUNDBECK,1
Cardim@t,ICON CLINICAL RESEARCH,1
Cardim@t,ROCHE,1
Cardim@t,GRUNENTHAL,1
Cardim@t,BRISTOL-MYERS SQUIBB,23
Cardim@t,NIPRO,1
Cardim@t,NOVARTIS PHARMA,16
Cardim@t,ICOMED,10
Cardim@t,DAIICHI SANKYO,25
Cardim@t,PFIZER,10
Cardim@t,SERVIER,31
Cardim@t,RECORDATI,7
Cardim@t,ACTELION,8
Cardim@t,HEXACATH,2
GROUPE LEPINE,SCIENCE ET MEDEDINE,3
GROUPE LEPINE,SUD OUEST ORTHOPEDIE,1
GROUPE LEPINE,ABBOTT PRODUCTS,3
GROUPE LEPINE,URGO,2
GROUPE LEPINE,MUNDIPHARMA,1
GROUPE LEPINE,FH ORTHOPEDICS,7
