LABO,DEPARTEMENT,NB TOTAL CONVENTIONS + AVANTAGES,NB CONVENTIONS,NB AVANTAGES,MONTANT AVANTAGES
THUASNE,44,63,0,63,1356
THUASNE,25,9,0,9,613
THUASNE,26,9,0,9,306
THUASNE,66,7,0,7,98
THUASNE,42,13,0,13,442
THUASNE,02,6,0,6,72
THUASNE,29,32,0,32,486
THUASNE,35,9,0,9,123
THUASNE,33,35,0,35,757
THUASNE,88,8,0,8,290
THUASNE,13,11,0,11,167
THUASNE,27,6,0,6,90
THUASNE,95,8,0,8,187
THUASNE,86,35,0,35,590
THUASNE,49,20,0,20,456
THUASNE,67,24,0,24,531
THUASNE,51,8,0,8,190
THUASNE,64,7,0,7,91
THUASNE,59,6,0,6,124
THUASNE,63,2,1,1,399
THUASNE,53,7,0,7,191
THUASNE,62,34,0,34,847
THUASNE,57,6,0,6,532
THUASNE,31,29,0,29,564
THUASNE,70,15,0,15,295
THUASNE,69,36,0,36,839
THUASNE,16,9,0,9,162
THUASNE,72,10,0,10,138
THUASNE,01,5,0,5,105
THUASNE,30,5,0,5,75
THUASNE,08,4,0,4,56
THUASNE,45,29,0,29,500
THUASNE,46,7,0,7,84
THUASNE,43,7,0,7,133
THUASNE,22,5,0,5,70
THUASNE,97,12,0,12,331
THUASNE,76,17,0,17,375
THUASNE,78,38,0,38,668
THUASNE,17,56,0,56,1016
THUASNE,85,51,0,51,1377
THUASNE,91,4,0,4,120
THUASNE,93,46,0,46,813
THUASNE,54,6,0,6,180
THUASNE,21,2,0,2,48
THUASNE,87,17,0,17,559
THUASNE,92,24,0,24,521
THUASNE,83,30,0,30,667
THUASNE,68,9,0,9,106
THUASNE,58,1,1,0,0
THUASNE,79,5,0,5,88
THUASNE,74,7,0,7,102
THUASNE,06,8,0,8,1002
THUASNE,94,6,0,6,126
THUASNE,75,22,0,22,728
THUASNE,11,2,0,2,48
THUASNE,73,19,1,18,828
THUASNE,34,31,0,31,477
THUASNE,61,8,0,8,80
THUASNE,18,5,0,5,80
THUASNE,40,5,0,5,60
THUASNE,56,36,0,36,711
THUASNE,14,6,0,6,93
THUASNE,71,3,0,3,500
THUASNE,84,10,0,10,200
THUASNE,77,39,0,39,864
THUASNE,38,16,0,16,258
THUASNE,60,48,0,48,812
PACKAGE,64,2,0,2,239
PACKAGE,67,3,0,3,351
PACKAGE,69,2,0,2,70
PACKAGE,92,4,0,4,140
PACKAGE,89,1,0,1,53
PACKAGE,14,1,0,1,35
PACKAGE,86,1,0,1,35
PACKAGE,84,2,0,2,215
PACKAGE,71,1,0,1,35
PACKAGE,95,2,0,2,70
PACKAGE,91,1,0,1,35
PACKAGE,93,3,0,3,123
PACKAGE,97,1,0,1,35
PACKAGE,02,1,0,1,35
PACKAGE,42,1,0,1,35
PACKAGE,33,1,0,1,35
PACKAGE,35,1,0,1,35
PACKAGE,76,1,0,1,35
PACKAGE,63,1,0,1,35
PACKAGE,59,3,0,3,105
PACKAGE,44,2,0,2,70
PACKAGE,75,20,0,20,714
PACKAGE,94,3,0,3,105
PACKAGE,74,1,0,1,35
PACKAGE,45,1,0,1,35
Genactis,60,3,3,0,0
Genactis,03,1,1,0,0
Genactis,04,3,3,0,0
Genactis,87,8,8,0,0
Genactis,67,3,3,0,0
Genactis,69,4,4,0,0
Genactis,86,4,4,0,0
Genactis,91,1,1,0,0
Genactis,95,2,2,0,0
Genactis,27,1,1,0,0
Genactis,93,1,1,0,0
Genactis,31,4,4,0,0
Genactis,13,1,1,0,0
Genactis,65,1,1,0,0
Genactis,33,1,1,0,0
Genactis,40,3,3,0,0
Genactis,97,3,3,0,0
Genactis,02,10,10,0,0
Genactis,22,3,3,0,0
Genactis,34,3,3,0,0
Genactis,46,1,1,0,0
Genactis,10,1,1,0,0
Genactis,06,2,2,0,0
Genactis,82,3,3,0,0
Genactis,58,1,1,0,0
Genactis,08,1,1,0,0
Genactis,26,4,4,0,0
Genactis,68,1,1,0,0
Genactis,01,1,1,0,0
Genactis,59,4,4,0,0
IMS HEALTH,22,2,2,0,0
IMS HEALTH,42,2,2,0,0
IMS HEALTH,78,1,1,0,0
IMS HEALTH,35,6,6,0,0
IMS HEALTH,55,1,1,0,0
IMS HEALTH,32,1,1,0,0
IMS HEALTH,76,1,1,0,0
IMS HEALTH,85,3,3,0,0
IMS HEALTH,17,1,1,0,0
IMS HEALTH,33,5,5,0,0
IMS HEALTH,30,1,1,0,0
IMS HEALTH,44,1,1,0,0
IMS HEALTH,66,3,3,0,0
IMS HEALTH,10,2,2,0,0
IMS HEALTH,45,2,2,0,0
IMS HEALTH,43,2,2,0,0
IMS HEALTH,46,1,1,0,0
IMS HEALTH,67,3,3,0,0
IMS HEALTH,64,2,2,0,0
IMS HEALTH,87,1,1,0,0
IMS HEALTH,03,1,1,0,0
IMS HEALTH,47,3,3,0,0
IMS HEALTH,13,4,4,0,0
IMS HEALTH,95,3,3,0,0
IMS HEALTH,27,5,5,0,0
IMS HEALTH,91,1,1,0,0
IMS HEALTH,86,1,1,0,0
IMS HEALTH,54,7,7,0,0
IMS HEALTH,21,3,3,0,0
IMS HEALTH,34,2,2,0,0
IMS HEALTH,80,1,1,0,0
IMS HEALTH,40,7,7,0,0
IMS HEALTH,62,6,6,0,0
IMS HEALTH,65,3,3,0,0
IMS HEALTH,68,4,4,0,0
IMS HEALTH,59,6,6,0,0
IMS HEALTH,58,1,1,0,0
IMS HEALTH,79,2,2,0,0
IMS HEALTH,15,1,1,0,0
IMS HEALTH,74,1,1,0,0
IMS HEALTH,06,1,1,0,0
IMS HEALTH,75,1,0,1,776
IMS HEALTH,11,1,1,0,0
IMS HEALTH,38,3,3,0,0
IMS HEALTH,77,1,1,0,0
IMS HEALTH,60,2,2,0,0
IMS HEALTH,48,1,1,0,0
IMS HEALTH,72,1,1,0,0
IMS HEALTH,36,1,1,0,0
IMS HEALTH,31,2,2,0,0
IMS HEALTH,56,2,2,0,0
IMS HEALTH,57,2,2,0,0
IMS HEALTH,81,1,1,0,0
IMS HEALTH,14,1,1,0,0
IMS HEALTH,84,1,1,0,0
IMS HEALTH,71,1,1,0,0
IMS HEALTH,12,2,2,0,0
Transgene,75,2,0,2,42
Transgene,94,1,0,1,26
Transgene,21,3,0,3,267
Transgene,67,1,0,1,11
Transgene,63,4,3,1,11
Transgene,14,1,0,1,11
Transgene,87,1,0,1,11
ArthroCare,94,1,0,1,18
ArthroCare,75,1,0,1,228
ArthroCare,12,9,0,9,1973
ArthroCare,68,4,0,4,530
ArthroCare,26,3,0,3,92
ArthroCare,88,8,0,8,872
ArthroCare,59,4,0,4,60
ArthroCare,14,1,0,1,228
ArthroCare,78,5,0,5,627
ArthroCare,92,9,3,6,202
ArthroCare,20,7,2,5,320
ArthroCare,34,2,0,2,113
ArthroCare,NC,4,0,4,60
Grey Healthcare Paris,51,7,0,7,604
Grey Healthcare Paris,38,9,0,9,1622
Grey Healthcare Paris,92,6,0,6,646
Grey Healthcare Paris,75,4,0,4,436
Grey Healthcare Paris,54,10,0,10,1463
Grey Healthcare Paris,33,10,0,10,2993
PROSTRAKAN PHARMA,57,24,0,24,3700
PROSTRAKAN PHARMA,31,17,0,17,2456
PROSTRAKAN PHARMA,23,10,0,10,210
PROSTRAKAN PHARMA,12,9,0,9,477
PROSTRAKAN PHARMA,70,2,0,2,38
PROSTRAKAN PHARMA,69,44,0,44,796
PROSTRAKAN PHARMA,16,2,2,0,0
PROSTRAKAN PHARMA,20,3,0,3,1158
PROSTRAKAN PHARMA,72,7,0,7,173
PROSTRAKAN PHARMA,59,113,0,113,8742
PROSTRAKAN PHARMA,63,45,0,45,3352
PROSTRAKAN PHARMA,53,1,0,1,23
PROSTRAKAN PHARMA,65,9,0,9,706
PROSTRAKAN PHARMA,62,13,0,13,652
PROSTRAKAN PHARMA,13,213,0,213,12772
PROSTRAKAN PHARMA,95,9,0,9,1010
PROSTRAKAN PHARMA,86,15,0,15,1282
PROSTRAKAN PHARMA,49,20,0,20,765
PROSTRAKAN PHARMA,37,15,0,15,381
PROSTRAKAN PHARMA,51,61,0,61,4103
PROSTRAKAN PHARMA,64,9,0,9,1063
PROSTRAKAN PHARMA,03,9,0,9,575
PROSTRAKAN PHARMA,28,14,0,14,311
PROSTRAKAN PHARMA,24,2,0,2,1222
PROSTRAKAN PHARMA,90,6,0,6,248
PROSTRAKAN PHARMA,25,26,0,26,784
PROSTRAKAN PHARMA,44,94,0,94,6918
PROSTRAKAN PHARMA,26,9,0,9,323
PROSTRAKAN PHARMA,66,1,0,1,43
PROSTRAKAN PHARMA,09,31,0,31,872
PROSTRAKAN PHARMA,42,23,0,23,1452
PROSTRAKAN PHARMA,02,8,0,8,307
PROSTRAKAN PHARMA,NC,4,0,4,121
PROSTRAKAN PHARMA,29,46,0,46,2340
PROSTRAKAN PHARMA,35,31,0,31,4352
PROSTRAKAN PHARMA,33,38,0,38,5373
PROSTRAKAN PHARMA,56,2,0,2,82
PROSTRAKAN PHARMA,14,7,0,7,1375
PROSTRAKAN PHARMA,71,23,0,23,1098
PROSTRAKAN PHARMA,84,26,0,26,2536
PROSTRAKAN PHARMA,77,2,0,2,90
PROSTRAKAN PHARMA,38,58,0,58,1491
PROSTRAKAN PHARMA,60,9,0,9,1071
PROSTRAKAN PHARMA,36,1,0,1,28
PROSTRAKAN PHARMA,83,22,0,22,842
PROSTRAKAN PHARMA,68,6,0,6,1618
PROSTRAKAN PHARMA,15,21,0,21,2292
PROSTRAKAN PHARMA,79,3,0,3,863
PROSTRAKAN PHARMA,58,1,0,1,42
PROSTRAKAN PHARMA,06,19,0,19,534
PROSTRAKAN PHARMA,82,5,0,5,205
PROSTRAKAN PHARMA,74,13,0,13,1488
PROSTRAKAN PHARMA,75,103,0,103,10172
PROSTRAKAN PHARMA,11,3,0,3,55
PROSTRAKAN PHARMA,94,36,0,36,3667
PROSTRAKAN PHARMA,73,11,0,11,391
PROSTRAKAN PHARMA,34,77,0,77,4737
PROSTRAKAN PHARMA,18,1,0,1,42
PROSTRAKAN PHARMA,80,39,0,39,1409
PROSTRAKAN PHARMA,47,1,0,1,250
PROSTRAKAN PHARMA,93,36,0,36,1618
PROSTRAKAN PHARMA,91,14,0,14,350
PROSTRAKAN PHARMA,54,12,0,12,1865
PROSTRAKAN PHARMA,21,9,0,9,315
PROSTRAKAN PHARMA,87,11,0,11,222
PROSTRAKAN PHARMA,89,4,0,4,878
PROSTRAKAN PHARMA,92,17,0,17,1155
PROSTRAKAN PHARMA,01,31,0,31,1274
PROSTRAKAN PHARMA,30,19,0,19,520
PROSTRAKAN PHARMA,08,2,0,2,94
PROSTRAKAN PHARMA,10,4,0,4,165
PROSTRAKAN PHARMA,45,22,0,22,2140
PROSTRAKAN PHARMA,43,2,0,2,82
PROSTRAKAN PHARMA,22,4,0,4,899
PROSTRAKAN PHARMA,05,1,0,1,15
PROSTRAKAN PHARMA,76,11,0,11,1638
PROSTRAKAN PHARMA,78,42,0,42,3490
PROSTRAKAN PHARMA,85,20,0,20,2097
PROSTRAKAN PHARMA,17,10,0,10,420
SYSTAGENIX WOUND MANAGEMENT,29,5,0,5,94
SYSTAGENIX WOUND MANAGEMENT,38,1,0,1,250
SYSTAGENIX WOUND MANAGEMENT,61,1,0,1,38
SYSTAGENIX WOUND MANAGEMENT,42,7,0,7,90
SYSTAGENIX WOUND MANAGEMENT,65,4,0,4,72
SYSTAGENIX WOUND MANAGEMENT,33,7,0,7,2555
SYSTAGENIX WOUND MANAGEMENT,78,1,0,1,800
SYSTAGENIX WOUND MANAGEMENT,56,2,0,2,252
SYSTAGENIX WOUND MANAGEMENT,26,1,0,1,300
SYSTAGENIX WOUND MANAGEMENT,44,8,0,8,498
SYSTAGENIX WOUND MANAGEMENT,13,9,0,9,747
SYSTAGENIX WOUND MANAGEMENT,84,2,0,2,30
SYSTAGENIX WOUND MANAGEMENT,45,1,0,1,200
DRAGER MEDICAL,66,2,0,2,4686
DRAGER MEDICAL,44,11,0,11,5860
DRAGER MEDICAL,01,1,0,1,28
DRAGER MEDICAL,25,17,0,17,4924
DRAGER MEDICAL,NC,3,0,3,124
DRAGER MEDICAL,05,3,0,3,660
DRAGER MEDICAL,33,27,0,27,4559
DRAGER MEDICAL,35,19,0,19,6378
DRAGER MEDICAL,78,8,0,8,2031
DRAGER MEDICAL,76,2,0,2,755
DRAGER MEDICAL,13,20,0,20,4674
DRAGER MEDICAL,49,3,0,3,440
DRAGER MEDICAL,54,6,0,6,1291
DRAGER MEDICAL,21,14,0,14,1643
DRAGER MEDICAL,93,1,0,1,26
DRAGER MEDICAL,91,2,0,2,98
DRAGER MEDICAL,64,2,0,2,1498
DRAGER MEDICAL,87,7,0,7,1461
DRAGER MEDICAL,51,8,0,8,742
DRAGER MEDICAL,67,19,0,19,4079
DRAGER MEDICAL,37,4,0,4,627
DRAGER MEDICAL,52,2,0,2,626
DRAGER MEDICAL,92,14,0,14,7336
DRAGER MEDICAL,63,32,1,31,7317
DRAGER MEDICAL,68,3,0,3,700
DRAGER MEDICAL,59,33,0,33,3369
DRAGER MEDICAL,94,29,0,29,6426
DRAGER MEDICAL,75,85,0,85,14976
DRAGER MEDICAL,80,39,0,39,6230
DRAGER MEDICAL,34,13,1,12,3293
DRAGER MEDICAL,50,6,0,6,1842
DRAGER MEDICAL,62,2,0,2,494
DRAGER MEDICAL,53,1,0,1,390
DRAGER MEDICAL,14,10,0,10,1068
DRAGER MEDICAL,31,26,0,26,5302
DRAGER MEDICAL,84,3,0,3,984
DRAGER MEDICAL,71,24,0,24,6608
DRAGER MEDICAL,38,1,0,1,23
DRAGER MEDICAL,69,10,0,10,3492
ADVICENNE,14,1,1,0,0
BIOPROJET,34,5,5,0,0
BIOPROJET,29,1,1,0,0
BIOPROJET,94,5,5,0,0
BIOPROJET,75,18,18,0,0
BIOPROJET,30,2,2,0,0
BIOPROJET,59,2,2,0,0
BIOPROJET,63,2,2,0,0
BIOPROJET,92,6,6,0,0
BIOPROJET,51,2,2,0,0
BIOPROJET,38,2,2,0,0
BIOPROJET,67,4,4,0,0
BIOPROJET,69,6,6,0,0
BIOPROJET,86,2,2,0,0
BIOPROJET,54,2,2,0,0
BIOPROJET,31,1,1,0,0
BIOPROJET,13,2,2,0,0
BIOPROJET,14,1,1,0,0
NOVARTIS PHARMA,47,664,62,602,59182
NOVARTIS PHARMA,21,1549,136,1413,194260
NOVARTIS PHARMA,54,1959,179,1780,244687
NOVARTIS PHARMA,91,1873,120,1753,176211
NOVARTIS PHARMA,93,2116,173,1943,197367
NOVARTIS PHARMA,87,1057,95,962,149784
NOVARTIS PHARMA,04,172,34,138,18124
NOVARTIS PHARMA,89,557,26,531,46587
NOVARTIS PHARMA,92,3371,174,3197,492305
NOVARTIS PHARMA,08,297,25,272,28969
NOVARTIS PHARMA,01,801,52,749,84779
NOVARTIS PHARMA,30,1460,87,1373,154435
NOVARTIS PHARMA,46,477,25,452,54294
NOVARTIS PHARMA,43,320,26,294,21885
NOVARTIS PHARMA,10,419,43,376,47304
NOVARTIS PHARMA,45,1368,92,1276,134954
NOVARTIS PHARMA,97,2983,84,2899,787738
NOVARTIS PHARMA,05,282,17,265,31660
NOVARTIS PHARMA,22,832,56,776,87397
NOVARTIS PHARMA,17,1327,111,1216,156173
NOVARTIS PHARMA,85,1046,74,972,108587
NOVARTIS PHARMA,76,2829,231,2598,290984
NOVARTIS PHARMA,78,2235,122,2113,187354
NOVARTIS PHARMA,14,1402,113,1289,180007
NOVARTIS PHARMA,81,852,77,775,98723
NOVARTIS PHARMA,56,1458,87,1371,174371
NOVARTIS PHARMA,71,856,33,823,87540
NOVARTIS PHARMA,84,1108,88,1020,107637
NOVARTIS PHARMA,77,1538,109,1429,142558
NOVARTIS PHARMA,38,3045,198,2847,360153
NOVARTIS PHARMA,36,251,11,240,15673
NOVARTIS PHARMA,48,90,4,86,5551
NOVARTIS PHARMA,60,1599,113,1486,148693
NOVARTIS PHARMA,15,199,27,172,25095
NOVARTIS PHARMA,58,526,42,484,40968
NOVARTIS PHARMA,79,397,29,368,32091
NOVARTIS PHARMA,83,2487,197,2290,246788
NOVARTIS PHARMA,68,1777,96,1681,206593
NOVARTIS PHARMA,07,348,41,307,35737
NOVARTIS PHARMA,75,8209,667,7542,1630707
NOVARTIS PHARMA,94,2904,213,2691,462501
NOVARTIS PHARMA,11,522,39,483,62814
NOVARTIS PHARMA,82,732,62,670,71066
NOVARTIS PHARMA,06,2919,208,2711,418955
NOVARTIS PHARMA,74,1156,64,1092,127887
NOVARTIS PHARMA,18,487,16,471,50058
NOVARTIS PHARMA,80,1615,138,1477,189312
NOVARTIS PHARMA,40,666,39,627,78665
NOVARTIS PHARMA,73,554,56,498,58978
NOVARTIS PHARMA,61,595,30,565,49696
NOVARTIS PHARMA,34,2459,253,2206,356216
NOVARTIS PHARMA,13,4729,425,4304,663518
NOVARTIS PHARMA,88,630,59,571,52139
NOVARTIS PHARMA,86,966,96,870,134177
NOVARTIS PHARMA,49,1753,151,1602,180729
NOVARTIS PHARMA,95,2286,102,2184,192867
NOVARTIS PHARMA,27,635,33,602,49145
NOVARTIS PHARMA,64,1676,146,1530,223941
NOVARTIS PHARMA,52,152,8,144,23611
NOVARTIS PHARMA,67,2263,213,2050,335603
NOVARTIS PHARMA,51,1137,119,1018,185416
NOVARTIS PHARMA,37,1478,132,1346,221285
NOVARTIS PHARMA,28,568,65,503,45062
NOVARTIS PHARMA,24,704,51,653,77411
NOVARTIS PHARMA,90,356,22,334,45842
NOVARTIS PHARMA,03,711,54,657,87177
NOVARTIS PHARMA,66,745,49,696,99463
NOVARTIS PHARMA,25,1431,114,1317,214581
NOVARTIS PHARMA,44,3175,259,2916,413339
NOVARTIS PHARMA,26,835,44,791,101241
NOVARTIS PHARMA,09,208,11,197,22525
NOVARTIS PHARMA,02,1077,82,995,104321
NOVARTIS PHARMA,NC,5514,22,5492,411159
NOVARTIS PHARMA,29,1826,132,1694,249926
NOVARTIS PHARMA,42,1493,119,1374,196910
NOVARTIS PHARMA,33,3789,405,3384,642529
NOVARTIS PHARMA,32,197,23,174,16307
NOVARTIS PHARMA,55,249,17,232,24548
NOVARTIS PHARMA,35,1959,173,1786,277756
NOVARTIS PHARMA,57,2743,190,2553,261647
NOVARTIS PHARMA,31,2961,395,2566,431213
NOVARTIS PHARMA,12,544,61,483,59532
NOVARTIS PHARMA,70,475,39,436,42406
NOVARTIS PHARMA,23,223,16,207,25193
NOVARTIS PHARMA,16,667,62,605,55635
NOVARTIS PHARMA,69,4805,386,4419,764759
NOVARTIS PHARMA,20,398,43,355,101063
NOVARTIS PHARMA,39,436,19,417,43485
NOVARTIS PHARMA,72,983,58,925,111918
NOVARTIS PHARMA,41,630,64,566,79004
NOVARTIS PHARMA,63,1543,129,1414,217419
NOVARTIS PHARMA,59,6043,443,5600,673352
NOVARTIS PHARMA,19,724,64,660,72371
NOVARTIS PHARMA,50,962,53,909,66880
NOVARTIS PHARMA,65,701,51,650,94216
NOVARTIS PHARMA,62,2200,140,2060,254288
NOVARTIS PHARMA,53,672,33,639,35899
VERBAL,78,4,0,4,172
VERBAL,69,2,0,2,34
VERBAL,38,3,0,3,66
VERBAL,49,1,0,1,12
VERBAL,75,6,0,6,158
VERBAL,06,4,0,4,67
VERBAL,25,1,0,1,13
VERBAL,83,4,0,4,115
VERBAL,68,1,0,1,15
colgate palmolive,30,72,0,72,1152
colgate palmolive,43,23,0,23,368
colgate palmolive,45,43,0,43,688
colgate palmolive,22,24,0,24,384
colgate palmolive,85,25,0,25,400
colgate palmolive,17,1,0,1,178
colgate palmolive,76,25,0,25,625
colgate palmolive,78,73,0,73,1172
colgate palmolive,47,4,0,4,64
colgate palmolive,54,69,0,69,1150
colgate palmolive,91,34,0,34,576
colgate palmolive,92,125,0,125,2287
colgate palmolive,15,12,0,12,192
colgate palmolive,58,11,0,11,176
colgate palmolive,79,2,0,2,32
colgate palmolive,83,126,0,126,2031
colgate palmolive,94,92,1,91,1584
colgate palmolive,11,15,0,15,260
colgate palmolive,75,221,0,221,6423
colgate palmolive,74,53,0,53,888
colgate palmolive,82,13,0,13,208
colgate palmolive,06,64,0,64,2534
colgate palmolive,18,17,0,17,272
colgate palmolive,80,6,0,6,96
colgate palmolive,40,28,0,28,448
colgate palmolive,73,18,0,18,288
colgate palmolive,34,48,0,48,1793
colgate palmolive,61,5,0,5,80
colgate palmolive,14,32,0,32,548
colgate palmolive,81,21,0,21,336
colgate palmolive,56,53,0,53,1010
colgate palmolive,71,1,0,1,16
colgate palmolive,84,54,0,54,864
colgate palmolive,77,63,0,63,1008
colgate palmolive,38,49,0,49,1010
colgate palmolive,36,9,0,9,144
colgate palmolive,60,16,0,16,265
colgate palmolive,66,10,0,10,160
colgate palmolive,44,7,0,7,789
colgate palmolive,25,1,0,1,400
colgate palmolive,26,29,0,29,464
colgate palmolive,NC,58,0,58,7328
colgate palmolive,29,94,0,94,1504
colgate palmolive,42,50,0,50,800
colgate palmolive,33,140,0,140,3184
colgate palmolive,32,13,0,13,208
colgate palmolive,35,2,0,2,50
colgate palmolive,88,1,0,1,16
colgate palmolive,13,151,0,151,4042
colgate palmolive,86,7,0,7,112
colgate palmolive,49,78,0,78,1410
colgate palmolive,95,24,0,24,546
colgate palmolive,27,18,0,18,378
colgate palmolive,64,67,0,67,1072
colgate palmolive,67,68,0,68,2877
colgate palmolive,51,18,0,18,450
colgate palmolive,37,25,0,25,908
colgate palmolive,24,2,0,2,32
colgate palmolive,28,13,0,13,208
colgate palmolive,63,52,0,52,1316
colgate palmolive,59,198,0,198,4199
colgate palmolive,62,18,0,18,322
colgate palmolive,65,7,0,7,112
colgate palmolive,57,85,0,85,1522
colgate palmolive,31,119,0,119,5969
colgate palmolive,23,1,0,1,16
colgate palmolive,69,238,0,238,7603
colgate palmolive,72,12,0,12,192
colgate palmolive,41,34,0,34,544
Small Bone Innovations,NC,31,0,31,2187
Small Bone Innovations,29,14,0,14,1917
Small Bone Innovations,42,3,0,3,208
Small Bone Innovations,22,6,0,6,1190
Small Bone Innovations,33,53,2,51,9671
Small Bone Innovations,76,1,0,1,45
Small Bone Innovations,35,16,1,15,1657
Small Bone Innovations,78,8,0,8,1480
Small Bone Innovations,66,5,0,5,411
Small Bone Innovations,44,5,0,5,503
Small Bone Innovations,25,12,1,11,1092
Small Bone Innovations,30,2,0,2,115
Small Bone Innovations,26,13,0,13,601
Small Bone Innovations,45,2,0,2,800
Small Bone Innovations,10,36,3,33,3375
Small Bone Innovations,64,8,0,8,869
Small Bone Innovations,87,3,0,3,408
Small Bone Innovations,04,4,0,4,322
Small Bone Innovations,37,1,0,1,45
Small Bone Innovations,67,20,1,19,1964
Small Bone Innovations,92,8,0,8,289
Small Bone Innovations,88,2,0,2,64
Small Bone Innovations,47,6,0,6,759
Small Bone Innovations,13,141,2,139,8303
Small Bone Innovations,54,49,0,49,1390
Small Bone Innovations,21,59,2,57,7664
Small Bone Innovations,49,6,0,6,1253
Small Bone Innovations,95,2,0,2,83
Small Bone Innovations,93,12,0,12,918
Small Bone Innovations,91,21,0,21,1751
Small Bone Innovations,73,8,0,8,392
Small Bone Innovations,34,28,1,27,3099
Small Bone Innovations,50,2,0,2,112
Small Bone Innovations,62,5,0,5,466
Small Bone Innovations,83,25,0,25,1333
Small Bone Innovations,59,7,0,7,1489
Small Bone Innovations,68,6,0,6,369
Small Bone Innovations,07,7,0,7,207
Small Bone Innovations,75,57,5,52,6458
Small Bone Innovations,94,9,0,9,614
Small Bone Innovations,06,30,0,30,2170
Small Bone Innovations,74,1,0,1,29
Small Bone Innovations,19,8,0,8,871
Small Bone Innovations,77,14,0,14,637
Small Bone Innovations,69,31,1,30,1522
Small Bone Innovations,38,4,0,4,226
Small Bone Innovations,48,1,0,1,67
Small Bone Innovations,72,7,0,7,651
Small Bone Innovations,14,7,0,7,1191
Small Bone Innovations,81,5,1,4,543
Small Bone Innovations,57,21,0,21,1512
Small Bone Innovations,31,62,5,57,9113
Small Bone Innovations,84,17,0,17,836
Cook Medical Ireland,44,1,0,1,40
Cook Medical Ireland,59,1,0,1,11
Cook Medical Ireland,56,1,0,1,565
Cook Medical Ireland,31,1,0,1,49
Cook Medical Ireland,94,1,0,1,15
Cook Medical Ireland,75,1,0,1,381
Cook Medical Ireland,73,2,0,2,53
Cook Medical Ireland,34,2,0,2,77
Cook Medical Ireland,64,2,0,2,70
Cook Medical Ireland,97,2,0,2,114
Cook Medical Ireland,92,1,0,1,22
ABBVIE,87,230,15,215,18540.4499053933
ABBVIE,04,5,0,5,853.190002441
ABBVIE,92,530,59,471,199022.21994019
ABBVIE,98,16,0,16,676
ABBVIE,89,51,7,44,9252.9299774182
ABBVIE,47,83,13,70,6636.57000732
ABBVIE,54,280,33,247,26457.5901412914
ABBVIE,21,216,20,196,21203.120056149
ABBVIE,91,299,30,269,22212.59005737
ABBVIE,93,377,42,335,28938.8398818827
ABBVIE,97,262,11,251,70794.3898734997
ABBVIE,22,156,33,123,11042.269958497
ABBVIE,05,16,3,13,2187.5300293
ABBVIE,85,184,40,144,9592.549957275
ABBVIE,17,299,34,265,19375.799987793
ABBVIE,78,562,63,499,31603.3402404754
ABBVIE,76,851,86,765,79582.4403839125
ABBVIE,08,52,10,42,2502.839965821
ABBVIE,30,290,36,254,21293.570190438
ABBVIE,01,63,14,49,3720.499938963
ABBVIE,43,15,2,13,394
ABBVIE,46,42,3,39,4551.5
ABBVIE,10,105,7,98,9874.400024414
ABBVIE,45,418,45,373,19862.3799819991
ABBVIE,38,635,61,574,60446.090179444
ABBVIE,77,325,43,282,14735.3899993896
ABBVIE,36,25,4,21,1720.359985352
ABBVIE,60,284,36,248,13574.450027462
ABBVIE,81,102,19,83,9114.280029296
ABBVIE,14,480,30,450,31813.810066224
ABBVIE,56,343,64,279,16962.200012206
ABBVIE,84,210,26,184,15376.089904789
ABBVIE,71,121,12,109,9911.800018311
ABBVIE,40,54,5,49,2350
ABBVIE,80,317,33,284,18951.5400848396
ABBVIE,18,11,1,10,1407.520019531
ABBVIE,61,66,4,62,6478.460021972
ABBVIE,34,801,98,703,87356.4801712098
ABBVIE,73,112,9,103,7412.190124505
ABBVIE,79,98,9,89,4738
ABBVIE,58,22,3,19,3228.300003052
ABBVIE,15,20,2,18,848
ABBVIE,07,29,9,20,2512.029968262
ABBVIE,68,161,18,143,10569.589981079
ABBVIE,83,345,29,316,40634.9400176982
ABBVIE,11,109,21,88,7480.259994504
ABBVIE,75,1592,153,1439,436512.870552049
ABBVIE,94,566,73,493,51041.5000686737
ABBVIE,06,325,63,262,36732.960021965
ABBVIE,82,60,8,52,7150.07006836
ABBVIE,74,377,52,325,19686.430114735
ABBVIE,64,280,26,254,30303.410156247
ABBVIE,67,496,68,428,36020.760070805
ABBVIE,51,390,33,357,28911.240005493
ABBVIE,37,408,57,351,30578.87998963
ABBVIE,52,30,2,28,1301
ABBVIE,90,57,16,41,2861.559997559
ABBVIE,28,197,24,173,10136.3800048829
ABBVIE,24,29,9,20,3994.419982914
ABBVIE,03,110,20,90,3801
ABBVIE,88,49,8,41,5554.55004883
ABBVIE,13,1317,123,1194,112394.600357044
ABBVIE,86,170,28,142,26619.479721061
ABBVIE,49,458,27,431,34569.929885872
ABBVIE,95,398,51,347,18842.9299469002
ABBVIE,27,149,28,121,5625.599990845
ABBVIE,29,339,48,291,29072.13998413
ABBVIE,NC,117,15,102,38673.8100128078
ABBVIE,02,201,32,169,13049.2399520919
ABBVIE,42,421,34,387,20240.420013428
ABBVIE,33,753,79,674,62187.670333845
ABBVIE,35,580,105,475,40182.650070187
ABBVIE,55,33,8,25,1571
ABBVIE,32,50,9,41,3550.229980469
ABBVIE,66,191,31,160,21439.059906
